ParticipantId,Condition,Question #,TrialName,Graph Face Viewed
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Right
OA0701,VR Monitor Stereo,1,LineChartQ1,Right
OA0701,VR Monitor Stereo,1,LineChartQ1,Right
OA0701,VR Monitor Stereo,1,LineChartQ1,Right
OA0701,VR Monitor Stereo,1,LineChartQ1,Right
OA0701,VR Monitor Stereo,1,LineChartQ1,Right
OA0701,VR Monitor Stereo,1,LineChartQ1,Right
OA0701,VR Monitor Stereo,1,LineChartQ1,Right
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Right
OA0701,VR Monitor Stereo,1,LineChartQ1,Right
OA0701,VR Monitor Stereo,1,LineChartQ1,Right
OA0701,VR Monitor Stereo,1,LineChartQ1,Right
OA0701,VR Monitor Stereo,1,LineChartQ1,Right
OA0701,VR Monitor Stereo,1,LineChartQ1,Right
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
OA0701,VR Monitor Stereo,1,LineChartQ1,Front
